year_film,year_ceremony,ceremony,Category,gender,name,Race,film,winner
2009,2010,82,DIRECTING,Male,Quentin Tarantino,White,Inglourious Basterds,FALSE
2009,2010,82,DIRECTING,Male,Lee Daniels,Black,Precious: Based on the Novel 'Push' by Sapphire,FALSE
2009,2010,82,DIRECTING,Male,Jason Reitman,White,Up in the Air,FALSE
2009,2010,82,DOCUMENTARY (Feature),Female,Anders ?òstergaard and Lise Lense-M??ller,White,Burma VJ,FALSE
2009,2010,82,DOCUMENTARY (Feature),Female,Robert Kenner and Elise Pearlstein,White,"Food, Inc.",FALSE
2009,2010,82,DOCUMENTARY (Feature),Male,Judith Ehrlich and Rick Goldsmith,White,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,FALSE
2009,2010,82,DOCUMENTARY (Feature),Female,Rebecca Cammisa,White,Which Way Home,FALSE
2009,2010,82,DOCUMENTARY (Short Subject),Male,Jon Alpert and Matthew O'Neill,White,China's Unnatural Disaster: The Tears of Sichuan Province,FALSE
2009,2010,82,DOCUMENTARY (Short Subject),Male,Daniel Junge and Henry Ansbacher,White,The Last Campaign of Governor Booth Gardner,FALSE
2009,2010,82,DOCUMENTARY (Short Subject),Female,Steven Bognar and Julia Reichert,White,The Last Truck: Closing of a GM Plant,FALSE
2009,2010,82,DOCUMENTARY (Short Subject),Female,Bartek Konopka and Anna Wydra,White,Rabbit ?† la Berlin,FALSE
2009,2010,82,FILM EDITING,Male,"Stephen Rivkin, John Refoua and James Cameron",White,Avatar,FALSE
2009,2010,82,FILM EDITING,Male,Julian Clarke,White,District 9,FALSE
2009,2010,82,FILM EDITING,Female,Sally Menke,White,Inglourious Basterds,FALSE
2009,2010,82,FILM EDITING,Male,Joe Klotz,White,Precious: Based on the Novel 'Push' by Sapphire,FALSE
2009,2010,82,FOREIGN LANGUAGE FILM,Male,Israel,Asian,Ajami,FALSE
2009,2010,82,FOREIGN LANGUAGE FILM,Female,Peru,White,The Milk of Sorrow,FALSE
2009,2010,82,FOREIGN LANGUAGE FILM,Male,France,White,A Prophet,FALSE
2009,2010,82,FOREIGN LANGUAGE FILM,Male,Germany,White,The White Ribbon,FALSE
2009,2010,82,MAKEUP,Male,Aldo Signoretti and Vittorio Sodano,White,Il Divo,FALSE
2009,2010,82,MAKEUP,Female,Jon Henry Gordon and Jenny Shircore,White,The Young Victoria,FALSE
2009,2010,82,MUSIC (Original Score),Male,James Horner,White,Avatar,FALSE
2009,2010,82,MUSIC (Original Score),Male,Alexandre Desplat,White,Fantastic Mr. Fox,FALSE
2009,2010,82,MUSIC (Original Score),Male,Marco Beltrami and Buck Sanders,White,The Hurt Locker,FALSE
2009,2010,82,MUSIC (Original Score),Male,Hans Zimmer,White,Sherlock Holmes,FALSE
2009,2010,82,MUSIC (Original Song),Male,Music and Lyric by Randy Newman,White,The Princess and the Frog,FALSE
2009,2010,82,MUSIC (Original Song),Male,Music and Lyric by Randy Newman,White,The Princess and the Frog,FALSE
2009,2010,82,MUSIC (Original Song),Male,Music by Reinhardt Wagner; Lyric by Frank Thomas,White,Paris 36,FALSE
2009,2010,82,MUSIC (Original Song),Male,Music and Lyric by Maury Yeston,White,Nine,FALSE
2009,2010,82,BEST PICTURE,Male,"James Cameron and Jon Landau, Producers",White,Avatar,FALSE
2009,2010,82,BEST PICTURE,Male,"Gil Netter, Andrew A. Kosove and Broderick Johnson, Producers",Black,The Blind Side,FALSE
2009,2010,82,BEST PICTURE,Female,"Peter Jackson and Carolynne Cunningham, Producers",White,District 9,FALSE
2009,2010,82,BEST PICTURE,Female,"Finola Dwyer and Amanda Posey, Producers",White,An Education,FALSE
2009,2010,82,BEST PICTURE,Male,"Lawrence Bender, Producer",White,Inglourious Basterds,FALSE
2009,2010,82,BEST PICTURE,Male,Lee Daniels,Black,Precious: Based on the Novel 'Push' by Sapphire,FALSE
2009,2010,82,BEST PICTURE,Male,"Joel Coen and Ethan Coen, Producers",White,A Serious Man,FALSE
2009,2010,82,BEST PICTURE,Male,"Jonas Rivera, Producer",Hispanic,Up,FALSE
2009,2010,82,BEST PICTURE,Male,"Daniel Dubiecki, Ivan Reitman and Jason Reitman, Producers",White,Up in the Air,FALSE
2009,2010,82,SHORT FILM (Animated),Male,Fabrice O. Joubert,White,French Roast,FALSE
2009,2010,82,SHORT FILM (Animated),Male,Nicky Phelan and Darragh O'Connell,White,Granny O'Grimm's Sleeping Beauty,FALSE
2009,2010,82,SHORT FILM (Animated),Male,Javier Recio Gracia,White,The Lady and the Reaper (La Dama y la Muerte),FALSE
2009,2010,82,SHORT FILM (Animated),Male,Nick Park,White,A Matter of Loaf and Death,FALSE
2009,2010,82,SHORT FILM (Live Action),Female,Juanita Wilson and James Flynn,White,The Door,FALSE
2009,2010,82,SHORT FILM (Live Action),Male,Patrik Eklund and Mathias Fjellstr??m,White,Instead of Abracadabra,FALSE
2009,2010,82,SHORT FILM (Live Action),Male,Gregg Helvey,White,Kavi,FALSE
2009,2010,82,SHORT FILM (Live Action),Male,Luke Doolan and Drew Bailey,White,Miracle Fish,FALSE
2009,2010,82,SOUND EDITING,Female,Christopher Boyes and Gwendolyn Yates Whittle,White,Avatar,FALSE
2009,2010,82,SOUND EDITING,Male,Wylie Stateman,White,Inglourious Basterds,FALSE
2009,2010,82,SOUND EDITING,Male,Mark Stoeckinger and Alan Rankin,White,Star Trek,FALSE
2009,2010,82,SOUND EDITING,Male,Michael Silvers and Tom Myers,White,Up,FALSE
2009,2010,82,SOUND MIXING,Male,"Christopher Boyes, Gary Summers, Andy Nelson and Tony Johnson",White,Avatar,FALSE
2009,2010,82,SOUND MIXING,Male,"Michael Minkler, Tony Lamberti and Mark Ulano",White,Inglourious Basterds,FALSE
2009,2010,82,SOUND MIXING,Female,"Anna Behlmer, Andy Nelson and Peter J. Devlin",White,Star Trek,FALSE
2009,2010,82,SOUND MIXING,Male,"Greg P. Russell, Gary Summers and Geoffrey Patterson",White,Transformers: Revenge of the Fallen,FALSE
2009,2010,82,VISUAL EFFECTS,Male,"Dan Kaufman, Peter Muyzers, Robert Habros and Matt Aitken",White,District 9,FALSE
2009,2010,82,VISUAL EFFECTS,Male,"Roger Guyett, Russell Earl, Paul Kavanagh and Burt Dalton",White,Star Trek,FALSE
2009,2010,82,WRITING (Adapted Screenplay),Female,Written by Neill Blomkamp and Terri Tatchell,White,District 9,FALSE
2009,2010,82,WRITING (Adapted Screenplay),Male,Screenplay by Nick Hornby,White,An Education,FALSE
2009,2010,82,WRITING (Adapted Screenplay),Male,"Screenplay by Jesse Armstrong, Simon Blackwell, Armando Iannucci, Tony Roche",White,In the Loop,FALSE
2009,2010,82,WRITING (Adapted Screenplay),Male,Screenplay by Jason Reitman and Sheldon Turner,White,Up in the Air,FALSE
2009,2010,82,WRITING (Original Screenplay),Male,Written by Quentin Tarantino,White,Inglourious Basterds,FALSE
2009,2010,82,WRITING (Original Screenplay),Male,Written by Alessandro Camon & Oren Moverman,White,The Messenger,FALSE
2009,2010,82,WRITING (Original Screenplay),Male,Written by Joel Coen & Ethan Coen,White,A Serious Man,FALSE
2009,2010,82,WRITING (Original Screenplay),Male,"Screenplay by Bob Peterson, Pete Docter; Story by Pete Docter, Bob Peterson, Tom McCarthy",White,Up,FALSE
2009,2010,82,Best Actor,Male,Jeff Bridges,White,Crazy Heart,TRUE
2009,2010,82,Best Actor in supporting role,Male,Christoph Waltz,White,Inglourious Basterds,TRUE
2009,2010,82,Best Actress,Female,Sandra Bullock,White,The Blind Side,TRUE
2009,2010,82,ACTRESS IN A SUPPORTING ROLE,Female,Mo'Nique,Black,Precious: Based on the Novel 'Push' by Sapphire,TRUE
2009,2010,82,ANIMATED FEATURE FILM,Male,Pete Docter,White,Up,TRUE
2009,2010,82,PRODUCTION DESIGN,Male,Production Design: Rick Carter and Robert Stromberg; Set Decoration: Kim Sinclair,White,Avatar,TRUE
2009,2010,82,CINEMATOGRAPHY,Male,Mauro Fiore,White,Avatar,TRUE
2009,2010,82,COSTUME DESIGN,Female,Sandy Powell,White,The Young Victoria,TRUE
2009,2010,82,DIRECTING,Female,Kathryn Bigelow,White,The Hurt Locker,TRUE
2009,2010,82,DOCUMENTARY (Feature),Male,Louie Psihoyos and Fisher Stevens,White,The Cove,TRUE
2009,2010,82,DOCUMENTARY (Short Subject),Female,Roger Ross Williams and Elinor Burkett,Black,Music by Prudence,TRUE
2009,2010,82,FILM EDITING,Female,Bob Murawski and Chris Innis,White,The Hurt Locker,TRUE
2009,2010,82,FOREIGN LANGUAGE FILM,Male,Argentina,White,The Secret in Their Eyes,TRUE
2009,2010,82,MAKEUP,Female,"Barney Burman, Mindy Hall and Joel Harlow",White,Star Trek,TRUE
2009,2010,82,MUSIC (Original Score),Male,Michael Giacchino,White,Up,TRUE
2009,2010,82,MUSIC (Original Song),Male,Music and Lyric by Ryan Bingham and T Bone Burnett,White,Crazy Heart,TRUE
2009,2010,82,BEST PICTURE,Female,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers",White,The Hurt Locker,TRUE
2009,2010,82,SHORT FILM (Animated),Male,Nicolas Schmerkin,White,Logorama,TRUE
2009,2010,82,SHORT FILM (Live Action),Male,Joachim Back and Tivi Magnusson,White,The New Tenants,TRUE
2009,2010,82,SOUND EDITING,Male,Paul N.J. Ottosson,White,The Hurt Locker,TRUE
2009,2010,82,SOUND MIXING,Male,Paul N.J. Ottosson and Ray Beckett,White,The Hurt Locker,TRUE
2009,2010,82,VISUAL EFFECTS,Male,"Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones",White,Avatar,TRUE
2009,2010,82,WRITING (Adapted Screenplay),Male,Screenplay by Geoffrey Fletcher,Black,Precious: Based on the Novel 'Push' by Sapphire,TRUE
2009,2010,82,WRITING (Original Screenplay),Male,Written by Mark Boal,White,The Hurt Locker,TRUE
2009,2010,82,HONORARY AWARD,Female, Lauren Bacall in recognition of her central place in the golden age of motion pictures.,White,,TRUE
2009,2010,82,HONORARY AWARD,Male, Roger Corman for his rich engendering of films and filmmakers.,White,,TRUE
2009,2010,82,HONORARY AWARD,Male, Gordon Willis for unsurpassed mastery of light,White,,TRUE
2009,2010,82,IRVING G. THALBERG MEMORIAL AWARD,Male,John Calley,White,,TRUE
2010,2011,83,Best Actor,Male,Javier Bardem,White,Biutiful,FALSE
2010,2011,83,Best Actor,Male,Jeff Bridges,White,True Grit,FALSE
2010,2011,83,Best Actor,Male,Jesse Eisenberg,White,The Social Network,FALSE
2010,2011,83,Best Actor,Male,James Franco,White,127 Hours,FALSE
2010,2011,83,Best Actor in supporting role,Male,John Hawkes,White,Winter's Bone,FALSE
2010,2011,83,Best Actor in supporting role,Male,Jeremy Renner,White,The Town,FALSE
2010,2011,83,Best Actor in supporting role,Male,Mark Ruffalo,White,The Kids Are All Right,FALSE
2010,2011,83,Best Actor in supporting role,Male,Geoffrey Rush,White,The King's Speech,FALSE
2010,2011,83,Best Actress,Female,Annette Bening,White,The Kids Are All Right,FALSE
2010,2011,83,Best Actress,Female,Nicole Kidman,White,Rabbit Hole,FALSE
2010,2011,83,Best Actress,Female,Jennifer Lawrence,White,Winter's Bone,FALSE
2010,2011,83,Best Actress,Female,Michelle Williams,White,Blue Valentine,FALSE
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Female,Amy Adams,White,The Fighter,FALSE
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Female,Helena Bonham Carter,White,The King's Speech,FALSE
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Female,Hailee Steinfeld,White,True Grit,FALSE
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Female,Jacki Weaver,White,Animal Kingdom,FALSE
2010,2011,83,ANIMATED FEATURE FILM,Male,Chris Sanders and Dean DeBlois,White,How to Train Your Dragon,FALSE
2010,2011,83,ANIMATED FEATURE FILM,Male,Sylvain Chomet,White,The Illusionist,FALSE
2010,2011,83,PRODUCTION DESIGN,Female,Production Design: Stuart Craig; Set Decoration: Stephenie McMillan,White,Harry Potter and the Deathly Hallows Part 1,FALSE
2010,2011,83,PRODUCTION DESIGN,Male,Production Design: Guy Hendrix Dyas; Set Decoration: Larry Dias and Doug Mowat,White,Inception,FALSE
2010,2011,83,PRODUCTION DESIGN,Female,Production Design: Eve Stewart; Set Decoration: Judy Farr,White,The King's Speech,FALSE
2010,2011,83,PRODUCTION DESIGN,Female,Production Design: Jess Gonchor; Set Decoration: Nancy Haigh,White,True Grit,FALSE
2010,2011,83,CINEMATOGRAPHY,Male,Matthew Libatique,Asian,Black Swan,FALSE
2010,2011,83,CINEMATOGRAPHY,Male,Danny Cohen,White,The King's Speech,FALSE
2010,2011,83,CINEMATOGRAPHY,Male,Jeff Cronenweth,White,The Social Network,FALSE
2010,2011,83,CINEMATOGRAPHY,Male,Roger Deakins,White,True Grit,FALSE
2010,2011,83,COSTUME DESIGN,Female,Antonella Cannarozzi,White,I Am Love,FALSE
2010,2011,83,COSTUME DESIGN,Female,Jenny Beavan,White,The King's Speech,FALSE
2010,2011,83,COSTUME DESIGN,Female,Sandy Powell,White,The Tempest,FALSE
2010,2011,83,COSTUME DESIGN,Female,Mary Zophres,White,True Grit,FALSE
2010,2011,83,DIRECTING,Male,Darren Aronofsky,White,Black Swan,FALSE
2010,2011,83,DIRECTING,Male,David O. Russell,White,The Fighter,FALSE
2010,2011,83,DIRECTING,Male,David Fincher,White,The Social Network,FALSE
2010,2011,83,DIRECTING,Male,Joel Coen and Ethan Coen,White,True Grit,FALSE
2010,2011,83,DOCUMENTARY (Feature),Male,Banksy and Jaimie D'Cruz,White,Exit through the Gift Shop,FALSE
2010,2011,83,DOCUMENTARY (Feature),Female,Josh Fox and Trish Adlesic,White,Gasland,FALSE
2010,2011,83,DOCUMENTARY (Feature),Male,Tim Hetherington and Sebastian Junger,White,Restrepo,FALSE
2010,2011,83,DOCUMENTARY (Feature),Female,Lucy Walker and Angus Aynsley,White,Waste Land,FALSE
2010,2011,83,DOCUMENTARY (Short Subject),Male,Jed Rothstein,White,Killing in the Name,FALSE
2010,2011,83,DOCUMENTARY (Short Subject),Female,Sara Nesson and Mitchell W. Block,White,Poster Girl,FALSE
2010,2011,83,DOCUMENTARY (Short Subject),Female,Jennifer Redfearn and Tim Metzger,White,Sun Come Up,FALSE
2010,2011,83,DOCUMENTARY (Short Subject),Female,Ruby Yang and Thomas Lennon,Asian,The Warriors of Qiugang,FALSE
2010,2011,83,FILM EDITING,Male,Andrew Weisblum,White,Black Swan,FALSE
2010,2011,83,FILM EDITING,Female,Pamela Martin,White,The Fighter,FALSE
2010,2011,83,FILM EDITING,Male,Tariq Anwar,Asian,The King's Speech,FALSE
2010,2011,83,FILM EDITING,Male,Jon Harris,White,127 Hours,FALSE
2010,2011,83,FOREIGN LANGUAGE FILM,Male,Mexico,White,Biutiful,FALSE
2010,2011,83,FOREIGN LANGUAGE FILM,Male,Greece,White,Dogtooth,FALSE
2010,2011,83,FOREIGN LANGUAGE FILM,Male,Canada,White,Incendies,FALSE
2010,2011,83,FOREIGN LANGUAGE FILM,Male,Algeria,White,Outside the Law (Hors-la-loi),FALSE
2010,2011,83,MAKEUP,Male,Adrien Morot,White,Barney's Version,FALSE
2010,2011,83,MAKEUP,Female,"Edouard F. Henriques, Gregory Funk and Yolanda Toussieng",White,The Way Back,FALSE
2010,2011,83,MUSIC (Original Score),Male,John Powell,White,How to Train Your Dragon,FALSE
2010,2011,83,MUSIC (Original Score),Male,Hans Zimmer,White,Inception,FALSE
2010,2011,83,MUSIC (Original Score),Male,Alexandre Desplat,White,The King's Speech,FALSE
2010,2011,83,MUSIC (Original Score),Male,A.R. Rahman,Asian,127 Hours,FALSE
2010,2011,83,MUSIC (Original Song),Female,"Music and Lyric by Tom Douglas, Troy Verges and Hillary Lindsey",White,Country Strong,FALSE
2010,2011,83,MUSIC (Original Song),Male,Music by Alan Menken; Lyric by Glenn Slater,White,Tangled,FALSE
2010,2011,83,MUSIC (Original Song),Male,Music by A.R. Rahman; Lyric by Dido and Rollo Armstrong,Asian,127 Hours,FALSE
2010,2011,83,BEST PICTURE,Male,"Mike Medavoy, Brian Oliver and Scott Franklin, Producers",White,Black Swan,FALSE
2010,2011,83,BEST PICTURE,Male,"David Hoberman, Todd Lieberman and Mark Wahlberg, Producers",White,The Fighter,FALSE
2010,2011,83,BEST PICTURE,Female,"Emma Thomas and Christopher Nolan, Producers",White,Inception,FALSE
2010,2011,83,BEST PICTURE,Female,"Gary Gilbert, Jeffrey Levy-Hinte and Celine Rattray, Producers",White,The Kids Are All Right,FALSE
2010,2011,83,BEST PICTURE,Male,"Christian Colson, Danny Boyle and John Smithson, Producers",White,127 Hours,FALSE
2010,2011,83,BEST PICTURE,Female,"Scott Rudin, Dana Brunetti, Michael De Luca and Ce?°n Chaffin, Producers",White,The Social Network,FALSE
2010,2011,83,BEST PICTURE,Female,"Darla K. Anderson, Producer",White,Toy Story 3,FALSE
2010,2011,83,BEST PICTURE,Male,"Scott Rudin, Ethan Coen and Joel Coen, Producers",White,True Grit,FALSE
2010,2011,83,BEST PICTURE,Female,"Anne Rosellini and Alix Madigan-Yorkin, Producers",White,Winter's Bone,FALSE
2010,2011,83,SHORT FILM (Animated),Male,Teddy Newton,White,Day & Night,FALSE
2010,2011,83,SHORT FILM (Animated),Male,Jakob Schuh and Max Lang,White,The Gruffalo,FALSE
2010,2011,83,SHORT FILM (Animated),Male,Geefwee Boedoe,White,Let's Pollute,FALSE
2010,2011,83,SHORT FILM (Animated),Male,Bastien Dubois,White,"Madagascar, carnet de voyage (Madagascar, a Journey Diary)",FALSE
2010,2011,83,SHORT FILM (Live Action),Male,Tanel Toom,White,The Confession,FALSE
2010,2011,83,SHORT FILM (Live Action),Male,Michael Creagh,White,The Crush,FALSE
2010,2011,83,SHORT FILM (Live Action),Male,Ivan Goldschmidt,White,Na Wewe,FALSE
2010,2011,83,SHORT FILM (Live Action),Female,Ian Barnes and Samantha Waite,White,Wish 143,FALSE
2010,2011,83,SOUND EDITING,Male,Tom Myers and Michael Silvers,White,Toy Story 3,FALSE
2010,2011,83,SOUND EDITING,Female,Gwendolyn Yates Whittle and Addison Teague,White,Tron: Legacy,FALSE
2010,2011,83,SOUND EDITING,Male,Skip Lievsay and Craig Berkey,White,True Grit,FALSE
2010,2011,83,SOUND EDITING,Male,Mark P. Stoeckinger,White,Unstoppable,FALSE
2010,2011,83,SOUND MIXING,Male,"Paul Hamblin, Martin Jensen and John Midgley",White,The King's Speech,FALSE
2010,2011,83,SOUND MIXING,Male,"Jeffrey J. Haboush, Greg P. Russell, Scott Millan and William Sarokin",White,Salt,FALSE
2010,2011,83,SOUND MIXING,Male,"Ren Klyce, David Parker, Michael Semanick and Mark Weingarten",White,The Social Network,FALSE
2010,2011,83,SOUND MIXING,Male,"Skip Lievsay, Craig Berkey, Greg Orloff and Peter F. Kurland",White,True Grit,FALSE
2010,2011,83,VISUAL EFFECTS,Male,"Ken Ralston, David Schaub, Carey Villegas and Sean Phillips",White,Alice in Wonderland,FALSE
2010,2011,83,VISUAL EFFECTS,Male,"Tim Burke, John Richardson, Christian Manz and Nicolas Aithadi",White,Harry Potter and the Deathly Hallows Part 1,FALSE
2010,2011,83,VISUAL EFFECTS,Male,"Michael Owens, Bryan Grill, Stephan Trojansky and Joe Farrell",White,Hereafter,FALSE
2010,2011,83,VISUAL EFFECTS,Male,"Janek Sirrs, Ben Snow, Ged Wright and Daniel Sudick",White,Iron Man 2,FALSE
2010,2011,83,WRITING (Adapted Screenplay),Male,Screenplay by Danny Boyle & Simon Beaufoy,White,127 Hours,FALSE
2010,2011,83,WRITING (Adapted Screenplay),Male,"Screenplay by Michael Arndt; Story by John Lasseter, Andrew Stanton and Lee Unkrich",White,Toy Story 3,FALSE
2010,2011,83,WRITING (Adapted Screenplay),Male,Written for the screen by Joel Coen & Ethan Coen,White,True Grit,FALSE
2010,2011,83,WRITING (Adapted Screenplay),Female,Adapted for the screen by Debra Granik & Anne Rosellini,White,Winter's Bone,FALSE
2010,2011,83,WRITING (Original Screenplay),Male,Written by Mike Leigh,White,Another Year,FALSE
2010,2011,83,WRITING (Original Screenplay),Male,Screenplay by Scott Silver and Paul Tamasy & Eric Johnson; Story by Keith Dorrington & Paul Tamasy & Eric Johnson,White,The Fighter,FALSE
2010,2011,83,WRITING (Original Screenplay),Male,Written by Christopher Nolan,White,Inception,FALSE
2010,2011,83,WRITING (Original Screenplay),Female,Written by Lisa Cholodenko & Stuart Blumberg,White,The Kids Are All Right,FALSE
2010,2011,83,Best Actor,Male,Colin Firth,White,The King's Speech,TRUE
2010,2011,83,Best Actor in supporting role,Male,Christian Bale,White,The Fighter,TRUE
2010,2011,83,Best Actress,Female,Natalie Portman,Asian,Black Swan,TRUE
2010,2011,83,ACTRESS IN A SUPPORTING ROLE,Female,Melissa Leo,White,The Fighter,TRUE
2010,2011,83,ANIMATED FEATURE FILM,Male,Lee Unkrich,White,Toy Story 3,TRUE
2010,2011,83,PRODUCTION DESIGN,Male,Production Design: Robert Stromberg; Set Decoration: Karen O'Hara,White,Alice in Wonderland,TRUE
2010,2011,83,CINEMATOGRAPHY,Male,Wally Pfister,White,Inception,TRUE
2010,2011,83,COSTUME DESIGN,Female,Colleen Atwood,White,Alice in Wonderland,TRUE
2010,2011,83,DIRECTING,Male,Tom Hooper,White,The King's Speech,TRUE
2010,2011,83,DOCUMENTARY (Feature),Female,Charles Ferguson and Audrey Marrs,White,Inside Job,TRUE
2010,2011,83,DOCUMENTARY (Short Subject),Female,Karen Goodman and Kirk Simon,White,Strangers No More,TRUE
2010,2011,83,FILM EDITING,Male,Angus Wall and Kirk Baxter,White,The Social Network,TRUE
2010,2011,83,FOREIGN LANGUAGE FILM,Female,Denmark,White,In a Better World,TRUE
2010,2011,83,MAKEUP,Male,Rick Baker and Dave Elsey,White,The Wolfman,TRUE
2010,2011,83,MUSIC (Original Score),Male,Trent Reznor and Atticus Ross,White,The Social Network,TRUE
2010,2011,83,MUSIC (Original Song),Male,Music and Lyric by Randy Newman,White,Toy Story 3,TRUE
2010,2011,83,BEST PICTURE,Male,"Iain Canning, Emile Sherman and Gareth Unwin, Producers",White,The King's Speech,TRUE
2010,2011,83,SHORT FILM (Animated),Male,Shaun Tan and Andrew Ruhemann,White,The Lost Thing,TRUE
2010,2011,83,SHORT FILM (Live Action),Male,Luke Matheny,White,God of Love,TRUE
2010,2011,83,SOUND EDITING,Male,Richard King,White,Inception,TRUE
2010,2011,83,SOUND MIXING,Female,"Lora Hirschberg, Gary A. Rizzo and Ed Novick",White,Inception,TRUE
2010,2011,83,VISUAL EFFECTS,Male,"Paul Franklin, Chris Corbould, Andrew Lockley and Peter Bebb",White,Inception,TRUE
2010,2011,83,WRITING (Adapted Screenplay),Male,Screenplay by Aaron Sorkin,White,The Social Network,TRUE
2010,2011,83,WRITING (Original Screenplay),Male,Screenplay by David Seidler,White,The King's Speech,TRUE
2010,2011,83,HONORARY AWARD,Male, Kevin Brownlow for the wise and devoted chronicling of the cinematic parade.,White,,TRUE
2010,2011,83,HONORARY AWARD,Male, Jean-Luc Godard for passion. For confrontation. For a new kind of cinema.,White,,TRUE
2010,2011,83,HONORARY AWARD,Male, Eli Wallach for a lifetime's worth of indelible screen characters.,White,,TRUE
2010,2011,83,IRVING G. THALBERG MEMORIAL AWARD,Male,Francis Ford Coppola,White,,TRUE
2011,2012,84,Best Actor,Male,Demi?°n Bichir,White,A Better Life,FALSE
2011,2012,84,Best Actor,Male,George Clooney,White,The Descendants,FALSE
2011,2012,84,Best Actor,Male,Gary Oldman,White,Tinker Tailor Soldier Spy,FALSE
2011,2012,84,Best Actor,Male,Brad Pitt,White,Moneyball,FALSE
2011,2012,84,Best Actor in supporting role,Male,Kenneth Branagh,White,My Week with Marilyn,FALSE
2011,2012,84,Best Actor in supporting role,Male,Jonah Hill,White,Moneyball,FALSE
2011,2012,84,Best Actor in supporting role,Male,Nick Nolte,White,Warrior,FALSE
2011,2012,84,Best Actor in supporting role,Male,Max von Sydow,White,Extremely Loud & Incredibly Close,FALSE
2011,2012,84,Best Actress,Female,Glenn Close,White,Albert Nobbs,FALSE
2011,2012,84,Best Actress,Female,Viola Davis,Black,The Help,FALSE
2011,2012,84,Best Actress,Female,Rooney Mara,White,The Girl with the Dragon Tattoo,FALSE
2011,2012,84,Best Actress,Female,Michelle Williams,White,My Week with Marilyn,FALSE
2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Female,B?©r?©nice Bejo,White,The Artist,FALSE
2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Female,Jessica Chastain,White,The Help,FALSE
2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Female,Melissa McCarthy,White,Bridesmaids,FALSE
2011,2012,84,ACTRESS IN A SUPPORTING ROLE,Female,Janet McTeer,White,Albert Nobbs,FALSE
2011,2012,84,ANIMATED FEATURE FILM,Male,Alain Gagnol and Jean-Loup Felicioli,White,A Cat in Paris,FALSE
2011,2012,84,ANIMATED FEATURE FILM,Male,Fernando Trueba and Javier Mariscal,White,Chico & Rita,FALSE
2011,2012,84,ANIMATED FEATURE FILM,Female,Jennifer Yuh Nelson,Asian,Kung Fu Panda 2,FALSE
2011,2012,84,ANIMATED FEATURE FILM,Male,Chris Miller,White,Puss in Boots,FALSE
2011,2012,84,PRODUCTION DESIGN,Male,Production Design: Laurence Bennett; Set Decoration: Robert Gould,White,The Artist,FALSE
2011,2012,84,PRODUCTION DESIGN,Female,Production Design: Stuart Craig; Set Decoration: Stephenie McMillan,White,Harry Potter and the Deathly Hallows Part 2,FALSE
2011,2012,84,PRODUCTION DESIGN,Female,Production Design: Anne Seibel; Set Decoration: H?©l?®ne Dubreuil,White,Midnight in Paris,FALSE
2011,2012,84,PRODUCTION DESIGN,Male,Production Design: Rick Carter; Set Decoration: Lee Sandales,White,War Horse,FALSE
2011,2012,84,CINEMATOGRAPHY,Male,Guillaume Schiffman,White,The Artist,FALSE
2011,2012,84,CINEMATOGRAPHY,Male,Jeff Cronenweth,White,The Girl with the Dragon Tattoo,FALSE
2011,2012,84,CINEMATOGRAPHY,Male,Emmanuel Lubezki,White,The Tree of Life,FALSE
2011,2012,84,CINEMATOGRAPHY,Male,Janusz Kaminski,White,War Horse,FALSE
2011,2012,84,COSTUME DESIGN,Female,Lisy Christl,White,Anonymous,FALSE
2011,2012,84,COSTUME DESIGN,Female,Sandy Powell,White,Hugo,FALSE
2011,2012,84,COSTUME DESIGN,Male,Michael O'Connor,White,Jane Eyre,FALSE
2011,2012,84,COSTUME DESIGN,Female,Arianne Phillips,White,W.E.,FALSE
2011,2012,84,DIRECTING,Male,Alexander Payne,White,The Descendants,FALSE
2011,2012,84,DIRECTING,Male,Martin Scorsese,White,Hugo,FALSE
2011,2012,84,DIRECTING,Male,Woody Allen,White,Midnight in Paris,FALSE
2011,2012,84,DIRECTING,Male,Terrence Malick,White,The Tree of Life,FALSE
2011,2012,84,DOCUMENTARY (Feature),Male,Danfung Dennis and Mike Lerner,White,Hell and Back Again,FALSE
2011,2012,84,DOCUMENTARY (Feature),Male,Marshall Curry and Sam Cullman,White,If a Tree Falls: A Story of the Earth Liberation Front,FALSE
2011,2012,84,DOCUMENTARY (Feature),Male,Joe Berlinger and Bruce Sinofsky,White,Paradise Lost 3: Purgatory,FALSE
2011,2012,84,DOCUMENTARY (Feature),Male,Wim Wenders and Gian-Piero Ringel,White,Pina,FALSE
2011,2012,84,DOCUMENTARY (Short Subject),Female,Robin Fryday and Gail Dolgin,White,The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,FALSE
2011,2012,84,DOCUMENTARY (Short Subject),Female,Rebecca Cammisa and Julie Anderson,White,God Is the Bigger Elvis,FALSE
